Αφρική	Afrika
Αντίπαπας Ανάκλητος Β΄	Tegenpaus Anacletus II
Λουίτζι Ντι Μπιάτζο	Luigi Di Biagio
Έλερι Κλαρκ	Ellery Clark
Τόμας Μπερκ	Thomas Burke
Ατύχημα του Ράμσταϊν	Vliegtuigongeluk op Ramstein Air Base
Στεφάν Γκριχτίνγκ	Stéphane Grichting
Ντμίτρι Καλντούν	Dmitri Koldoen
Αντόν Γιέλτσιν	Anton Yelchin
Φέλιξ Σαβόν	Félix Savón
Χένρι Όλιγχαμ	Henry Allingham
Λεφ Σεστόφ	Lev Sjestov
Νταν Μπαλάν	Dan Bălan
Buddy Guy	Buddy Guy
Μιγκέλ Τόρες	Miguel Torres
Γκρέγκορι Μπέιτσον	Gregory Bateson
Φουάτ Σινιόρα	Fouad Siniora
Λόρενς Φερλινγκέτι	Lawrence Ferlinghetti
Μουσά Νταντίς Καμαρά	Moussa Dadis Camara
Κουέντιν Μέτσις	Quinten Massijs (I)
Μίλαν Μπάμπιτς	Milan Babić
Ζαν Σακορνάκ	Jean Chacornac
Χάντυ Ουΐλιαμ Λεντμπέτερ	Lead Belly
Κάρολος Β΄ της Νάπολης	Karel II van Anjou
Τζον Πωλ Τζόουνς	John Paul Jones (marinier)
Ευμένης Α΄ της Περγάμου	Eumenes I
Ντέιβιντ Ο. Ράσελ	David O. Russell
Στέφανος Ούρος Γ΄	Stefan Uroš III Dečanski
Αντουάν Μπουρντέλ	Émile-Antoine Bourdelle
Αμανί Ντιορί	Hamani Diori
Άγις Γ΄	Agis III van Sparta
Μουρσίλις Β΄	Mursili II
Ντενίς Γκλουσακόφ	Denis Gloesjakov
Ευγένιος Κατσερίδης	Jevhen Chatsjeridi
Γκιγιόμ Κανέ	Guillaume Canet
Έττορε Μπουγκάτι	Ettore Bugatti
Πάολο Σόουζα	Paulo Sousa
Αλέξιος Α΄ Μέγας Κομνηνός	Alexios I Megas Komnenos
Αριέλ Ιμπαγάσα	Ariel Ibagaza
Υπερείδης	Hyperides
Αινησίδημος	Aenesidemus
Έρβινγκ Γκόφμαν	Erving Goffman
Γκορμ ο Παλαιός	Gorm de Oude
Ρεξισμός	Rex (partij)
Ραούλ Μπράβο	Raúl Bravo
Τζέιμς Μέι	James May
Τζαν Γκαλεάτσο Σφόρτσα	Gian Galeazzo Sforza
Παυσανίας (στρατηγός)	Pausanias I van Sparta
Φιλ Άνσελμο	Phil Anselmo
Γοδεφρείδος Β΄ της Βρετάνης	Godfried II van Bretagne
Θεοβάλδος Α΄ της Ναβάρρας	Theobald IV van Champagne
Μπεν Μακένζι	Benjamin McKenzie
Ροβέρτος Α΄ της Πάρμας	Robert I van Parma
Μελότσο ντα Φορλί	Melozzo da Forlì
Έκτορ Ραούλ Κούπερ	Héctor Cúper
Γιοκοζούνα	Rodney Anoa'i
Μάικλ Γκρέιβς	Michael Graves
Ντέιβιντ Οτάνγκα	David Otunga
Γκόλνταστ	Dustin Rhodes
Γιάροσλαβ Ντρόμπνι (ποδοσφαιριστής)	Jaroslav Drobný (voetballer)
Σκοτ Κάαν	Scott Caan
Ευτρόπιος (ιστορικός)	Eutropius (historicus)
Μίσα Κόλλινς	Misha Collins
Κάρλος Βελάσκο Καρμπάγιο	Carlos Velasco Carballo
Μίχαλ Ζεβλάκοφ	Michał Żewłakow
Γκουλάμ Ισχάκ Χαν	Ghulam Ishaq Khan
Φραάτης Ε΄ της Παρθίας	Phraataces
Γιάκοπο ντελλα Κουέρτσια	Jacopo della Quercia
Ώρος Ιρύ	Hor Iry
Φιλίπ ντε Σαμπέν	Philippe de Champaigne
Βετράνιος	Vetranio
Εθνική Γερμανίας U21 (ποδόσφαιρο ανδρών)	Duits voetbalelftal onder 21
Φρανκ Φλέτσερ	Frank Jack Fletcher
Μέισον Ράιαν	Barri Griffiths
Τζιοβάνι Πιζάνο	Giovanni Pisano
Λόγγος	Longus
Ζυλ Μπαρμπέ ντ’ Ωρεβιγύ	Jules-Amédée Barbey d'Aurevilly
Ζαν ντε Λα Μπρυγέρ	Jean de La Bruyère
Μαρσέλ Ασάρ	Marcel Achard
Εκτόρ Μαλό	Hector Malot
Αλέξανδρος Β΄ Ζαβίνας	Alexander II Zabinas
Τζαβάντ Νεκουνάμ	Javad Nekounam
Ζακ Κασινί	Jacques Cassini
Ζωρζ Μπερνανός	Georges Bernanos
Πολ Μασσόν	Paul Masson
Καραγιώργης Πέτροβιτς	Karađorđe
Αλεξέι Βορομπιόφ	Aleksej Vorobjov
Αδαλόαλδος	Adoald
Στήβεν Γκρέυ	Stephen Gray
Ρόμπερτ Γκάρετ	Bob Garrett
Ταρέκ Αζίζ	Tariq Aziz
Μιτς Μίτσελ	Mitch Mitchell
Βασίλι Περόφ	Vasili Perov
Σιμόν Σεμπάγκ Μοντεφιόρε	Simon Sebag Montefiore
Ροδόαλδος	Rodoald
Φρανς Σαμούτ	Frans Sammut
Πατρίκ Μιλέρ	Patrick Müller
Τζον Τάβερνερ	John Taverner
Δαμάσκιος	Damascius
Κέλσος	Celsus (filosoof)
Μιχάλης Κακογιάννης	Michael Cacoyannis
Ζαν-Μαξ Μπελρίβ	Jean-Max Bellerive
Βολογήσης Γ΄ της Παρθίας	Vologases III
Σαμσί Αντάντ Ε΄	Shamshi-Adad V
Μπάγκσυ Σίγκελ	Bugsy Siegel
Τζων Χώκινς	John Hawkins
Πρατσάντα	Prachanda
Άλτζερνον Τσαρλς Σουίνμπερν	Algernon Swinburne
Μπασίρ Τζεμαγιέλ	Bashir Gemayel
Φλόριαν Κρίνγκε	Florian Kringe
Γιον Θορ Μπίργκισσον	Jón Þór Birgisson
Μπρους Γκόλντινγκ	Bruce Golding
Πιανκί	Piye
Λουί-Κλωντ Ντακέν	Louis-Claude d'Aquin
Τιρχάκα	Taharqa
Παπινιανός	Aemilius Papinianus
Άι Βασίλης	Kerstman
Νικίας	Nicias (politicus)
Κλαούντιο Τζεντίλε	Claudio Gentile
Καβάδης Β΄ της Περσίας	Kavad II
Ταλαάτ πασάς	Talaat Pasja
Σουλγκί	Shulgi van Ur
Ορμίσδας Δ΄ της Περσίας	Hormazd IV
Μάρεϋ Μπούκτσιν	Murray Bookchin
Αρσάκης Α΄ της Παρθίας	Arsaces I
Ορμίσδας Γ΄ της Περσίας	Hormazd III
Φιλιμπέρ Τσιρανάνα	Philibert Tsiranana
Ντιντιέ Ρατσιράκα	Didier Ratsiraka
Στέφανος Β΄ του Μπλουά	Stefanus II van Blois
Άλαν Χόλινγκχερστ	Alan Hollinghurst
Κόιντος Τύλλιος Κικέρων	Quintus Tullius Cicero
Πελοπίδας	Pelopidas
Ιβάν Πεδρόσο	Iván Pedroso
Τζον Φιτζέραλντ Κένεντι τζούνιορ	John F. Kennedy jr.
Αρτάβανος Ε΄ της Παρθίας	Artabanus IV
Σουπιλουλιούμας Β΄	Suppiluliuma II
Τυρταίος	Tyrtaeus
Μανουέλ ντε Γοδόι	Manuel de Godoy
Μίμνερμος	Mimnermus
Καλκότ Ματασκελέκελε	Kalkot Mataskelekele
Μιχάι Τσίκζεντμιχαϊ	Mihaly Csikszentmihalyi
Τιμ Μοντγκόμερι	Tim Montgomery
Χααπαγιάρβι	Haapajärvi
Περιφέρεια Καρά	Kara (regio)
Κεντρική Περιφέρεια (Τογκό)	Centrale (Togo)
Ασούρ Ουμπαλίτ Β΄	Assur-uballit II
Τζαννής Τζαννετάκης	Tzannis Tzannetakis
Μάικλ Σομάρε	Michael Somare
Απισάι Ιελέμια	Apisai Ielemia
Ψαμμήτιχος Γ΄ της Αιγύπτου	Psammetichus III
Προκόπιος (ο σφετεριστής)	Procopius (usurpator)
Άτταλος Πρίσκος	Priscus Attalus
Μαριτίμ (Τογκό)	Maritime
Κεν Σάρο-Ουίουα	Ken Saro-Wiwa
Πλατώ (Τογκό)	Plateaux (Togo)
Μπερνάρντο Προβεντσάνο	Bernardo Provenzano
Ντίξι Ντιν	Dixie Dean
Ηρακλείδης ο Ποντικός	Heraclides Ponticus
Στράτων ο Λαμψακηνός	Strato van Lampsacus
Αντίγκουα	Antigua (eiland)
Βίλεμ Σχάουτεν	Willem Cornelisz Schouten
Ραφίκ Τζεμπούρ	Rafik Djebbour
Εκτόρ Γκιμάρ	Hector Guimard
Μεχμέτ Ακίφ Ερσόι	Mehmet Akif Ersoy
Τριστάν Κορμπιέρ	Tristan Corbière
Αντίπαπας Θεόδωρος	Tegenpaus Theodorus II
Τζορτζέτο Τζουτζιάρο	Giorgetto Giugiaro
Αυτοκράτορας Σάγκα	Saga (keizer)
Μάικλ Φλάτλεϊ	Michael Flatley
Νταμιέν Πλεσί	Damien Plessis
Μέλμπουρν Βίκτορι ΦΚ	Melbourne Victory
Ανρί Καμαρά	Henri Camara
Πετρελαϊκή κρίση του 1973	Oliecrisis van 1973
Τουδαλίγιας Α΄	Tudhaliya I
Κάρλοβο	Karlovo
Ντάνιελ Βας	Daniel Wass
Χάλεσερ ΦΚ	Hallescher FC
Ψυχανθή	Faboideae
Πρόισεν Μύνστερ	SC Preußen Münster
Επιχείρηση Γόμορρα	Bombardement op Hamburg
Μανουέλ Βάθκεθ Μονταλμπάν	Manuel Vázquez Montalbán
Μαξ και Μόριτζ	Max und Moritz
ΦΣΦ Τσβίκαου	FSV Zwickau
Μάχη του Μαλπλακέ	Slag bij Malplaquet
Έντι Ράμα	Edi Rama
Φιλίπ Σταρκ	Philippe Starck
Λουδοβίκος Α΄ του Κοντέ	Lodewijk I van Bourbon-Condé
Μάρκος Αντώνιος Φήλιξ	Antonius Felix
Κέβιν Μιραλάς	Kevin Mirallas
Σεγούντο Καστίγιο	Segundo Castillo
Βλαντίμιρ Γκρανάτ	Vladimir Granat
Γουίλιαμ Ρίγκαλ	William Regal
Αντουάν Γκιζένγκα	Antoine Gizenga
Λομάνα Λούα Λούα	Lomana LuaLua
Αχμέτ Τζεμάλ	Djemal Pasja
Σέξτος Ιούλιος Αφρικανός	Sextus Julius Africanus
Φραάτης Β΄ της Παρθίας	Phraates II
Θεοδώρητος ο Κύρου	Theodoretus van Cyrrhus
Μετάλλιο Μαξ Πλανκ	Max Planck-medaille
Άλτμιουλ	Altmühl
Φρύνιχος (τραγικός ποιητής)	Phrynichus (treurspeldichter)
Εμίρ Μπαϊράμι	Emir Bajrami
Ιωάννης της Κλίμακος	Johannes Climacus (heilige)
Προκριματικά Παγκοσμίου Κυπέλλου Ποδοσφαίρου 2014	Wereldkampioenschap voetbal 2014 (kwalificatie)
Μπενουά Σεϊρού	Benoît Cheyrou
Αισχίνης	Aeschines van Athene
Ντάνιελ Νεγκρεάνου	Daniel Negreanu
Μπακίλι Μουλούζι	Bakili Muluzi
Χοσέ ντε Αντσιέτα	José de Anchieta
Κίνο (Σκιτσογράφος)	Quino
Λεονάρντο Σάσα	Leonardo Sciascia
Οζουργκέτι	Ozoergeti (stad)
Αλέξανδρος ο Αφροδισιεύς	Alexander van Aphrodisias
Πωλ Λαφάργκ	Paul Lafargue
Πίτερ Άιζενμαν	Peter Eisenman
Chevrolet SS	Holden VF
Βερνέιγ-συρ-Αβρ	Verneuil-sur-Avre
Έντσο Μαρέσκα	Enzo Maresca
Μίκαελ Νίλσον	Mikael Nilsson
Σέρζιο Κονσεϊσάο	Sérgio Conceição
Τσιούετελ Έτζιοφορ	Chiwetel Ejiofor
Τζων Τάβενερ	John Tavener
Λεόν Φλαμένγκ	Léon Flameng
Όουεν Χαρτ	Owen Hart
Μπόμπι Λάσλεϊ	Bobby Lashley
Μαλιετόα Τανουμαφίλι Β΄	Malietoa Tanumafili II
Κουουπίκ Κλάιστ	Kuupik Kleist
Dr. Κάσσεμλο	Abdul Rahman Ghassemlou
Ντάνιελ Φρανσουά Μάλαν	Daniël François Malan
Φρέντι Γκουαρίν	Fredy Guarín
Άντε Μάρκοβιτς	Ante Marković
Εργκίς Κάτσε	Ergys Kaçe
Σιρίλ Ζενσάν	Cyril Jeunechamp
Λαδίσλαος Α΄ της Νάπολης	Ladislaus van Napels
Μουχάμαντ Μιαν Σούμρο	Mohammed Mian Soomro
Γλαύκος Κληρίδης	Glafkos Klerides
Ραούλ Τζούλια	Raúl Juliá
Σημαία των Ουώλλις και Φουτούνα	Vlag van Wallis en Futuna
Χιούμπερτ Ίνγκραμ	Hubert Ingraham
Ορόντης Γ΄ της Παρθίας	Orodes III
Μιθριδάτης Γ΄ της Παρθίας	Mithridates III
Σανατράκης της Παρθίας	Sinatrukes
Ομοσπονδία Ποδοσφαίρου Ανδόρρας	Andorrese voetbalbond
Μίστικο	Místico
Ιζέκιελ Τζάκσον	Ezekiel Jackson
Τζιμ Ρος	Jim Ross
Σωφρόνιος Α΄ Ιεροσολύμων	Sophronius van Jeruzalem
Άμπντουλαχ ο Σφαγεύς	Abdullah the Butcher
Τζέιμι Ρέντναπ	Jamie Redknapp
Μομοφούκου Άντο	Momofuku Ando
Φρεντερίκ ντα Ρότσα	Frédéric Da Rocha
Γκαλεάτσο Μαρία Σφόρτσα	Galeazzo Maria Sforza
Καίσαρ Μπαρόνιους	Caesar Baronius
Λιουτπράνδος της Κρεμόνας	Liutprand van Cremona
Κάρολος του Μπερί	Karel van Frankrijk (1686-1714)
Αργώ	Argo (mythologie)
Ούγος ο Μέγας	Hugo de Grote
Βομβάρδα (κανόνι)	Bombarde (wapen)
Ευήμερος ο Μεσσήνιος	Euhemerus
Κράτης ο Θηβαίος	Krates van Thebe
Κομμουνιστικό Κόμμα της Χιλής	Communistische Partij van Chili
Κωστής Παλαμάς	Kostís Palamás
Αμυρταίος της Αιγύπτου	Amyrtaios
Ξενοφών Ζολώτας	Xenofon Zolotas
Γουίλιαμ Χόιτ	Welles Hoyt
Ρόμπερτ Ντάντλεϊ, 1ος Κόμης του Λέστερ	Robert Dudley
Μιθριδάτης Α΄ του Πόντου	Mithridates I van Pontus
Βολογήσης ΣΤ΄ της Παρθίας	Vologases VI
Μαρσέλ Αιμέ	Marcel Aymé
Γρανάτα	Granaat (munitie)
Βιττόριο Πότσο	Vittorio Pozzo
Νέλσον Γκούντμαν	Nelson Goodman
Carcharinus longimanus	Oceanische witpunthaai
Μοναστίρ (Κυβερνείο)	Monastir (gouvernement)
Κορνήλιος Κοντρεάνου	Corneliu Zelea Codreanu
Κυκλαδικός πολιτισμός	Cycladische beschaving
Τομ Φορντ	Tom Ford
Βορώνης Β΄ της Παρθίας	Vonones II
Χοσρόης Α΄ της Παρθίας	Osroes I
Ρόμπερτ Ρέκορντ	Robert Recorde
Όλντφιλντ Τόμας	Oldfield Thomas
Τζων Νιούλαντς	John Newlands
Αλεξανδρινός Κώδικας	Codex Alexandrinus
Τσοϊμπαλσάν	Tsjojbalsan
Απαγωγή	Ontvoering
Ροδρίγο Καράσο	Rodrigo Carazo Odio
Σάι-Σάι	Xai-Xai
Κελιμάνε	Quelimane
Ροσάριο Σεντράλ	CA Rosario Central
Τζόρτζιο Μπασσάνι	Giorgio Bassani
Σεΐχ Αμπέιντ Αμάνι Καρούμε	Abeid Karume
Χέρμαν Χέρτζμπεργκερ	Herman Hertzberger
Δάφνις και Χλόη	Daphnis en Chloë
Ενεσέ Ναϊμέχεν (ποδοσφαιρικός σύλλογος)	N.E.C.
Εθνικό Πάρκο Άμπελ Τάσμαν	Nationaal park Abel Tasman
Υπηρεσία Εργασίας του Ράιχ	Reichsarbeitsdienst
Μαστίχα	Mastiek (hars)
Ζαν Νικό	Jean Nicot
Τζόζεφ Πάξτον	Joseph Paxton
Μπράιαν Ρουίς	Bryan Ruiz
Ρωσική Ποδοσφαιρική Ένωση	Russische voetbalbond
Δυτική Περιφέρεια (NBA)	Western Conference (NBA)
Βασίλι Πολένοφ	Vasili Polenov
Φίλιππος Α΄ της Μακεδονίας	Philippus I van Macedonië
Περδίκκας Β΄ της Μακεδονίας	Perdiccas II van Macedonië
Μιχαήλ Νεστέροφ	Michail Nesterov
Αμπέλ Γκουμπά	Abel Goumba
Παγκόσμιο Κύπελλο ποδοσφαίρου VIVA	VIVA-wereldkampioenschap voetbal
Έντουαρντ Μπούλβερ-Λύττον	Edward Bulwer-Lytton
Περδίκκας Γ΄ της Μακεδονίας	Perdiccas III van Macedonië
Νάιτζελ Φάρατζ	Nigel Farage
Πέτροβιτς Αββακούμ	Avvakoem Petrov
Αέροπος Α΄ της Μακεδονίας	Aëropus I van Macedonië
Έρικ Α΄ της Δανίας	Erik I van Denemarken
Πρωτάθλημα ποδοσφαίρου Μάλτας	Premier League (Malta)
Παναγιώτης Πικραμμένος	Panagiotis Pikrammenos
Λουκάς Βύντρα	Loukas Vyntra
Γιάννης Αμανατίδης	Ioannis Amanatidis
Ρίτσαρντ Κρένα	Richard Crenna
Σκορπιός Α΄	Schorpioen I (koning)
Αρισταγόρας ο Μιλήσιος	Aristagoras
Ghost Whisperer	Ghost Whisperer (televisieserie)
Δε σε Θέλω πια	Mr. & Mrs. Smith (1941)
Κεντρική επαρχία (Κένυα)	Kati (Kenia)
Αρχιπέλαγος Λος Ρόκες	Islas Los Roques
Κλιφ Ουίλιαμς	Cliff Williams
ΜΥΠΑ Μιλικόσκι	MyPa-47 Anjalankoski
Σισαρισκούν	Sin-shar-ishkun
Δήμοι της Νικαράγουα	Lijst van gemeenten in Nicaragua
Εφιάλτης ο Αθηναίος	Ephialtes (van Athene)
Νέο Δημαρχείο (Βίζμπαντεν)	Stadhuis van Wiesbaden
Απαγωγό νεύρο	Nervus abducens
Γκόραν Γκάβρανσιτς	Goran Gavrančić
Αμπεμάμα	Abemama
Αμπενάκι	Abenaki (volk)
Νικολάι Καρντάσεφ	Nikolaj Kardasjev
Η νύχτα των σαλτιμπάγκων	De spullenbaas
Στάδιο Λουί Β΄	Stade Louis II
Μάρκος Ιούλιος Φίλιππος Σεβήρος	Philippus II
Έιστεϊν Άαρσετ	Øystein Aarseth
Γάιος Φλαμίνιος Νέπος	Gaius Flaminius Nepos
Serebro	Serebro
Μάκο Ιβαμάτσου	Mako Iwamatsu
Εκλυτική ορμόνη των γοναδοτροπινών	Gonadotropin-Releasing hormone
Εθνική Αμερικανικής Σαμόα (ποδόσφαιρο ανδρών)	Amerikaans-Samoaans voetbalelftal
Εθνική Μαλαισίας (ποδόσφαιρο ανδρών)	Maleisisch voetbalelftal
Εθνική Καμπότζης (ποδόσφαιρο ανδρών)	Cambodjaans voetbalelftal
Εθνική Λιβάνου (ποδόσφαιρο ανδρών)	Libanees voetbalelftal
Εθνόσημο της Υεμένης	Wapen van Jemen
ΧΝΚ Ριέκα	HNK Rijeka
Τόνι Λιούνγκ Τσίου Γουάι	Tony Leung
Ιωάννης Υρκανός	Johannes Hyrkanus
Ιεχονίας	Jojachin
Καληνύχτα, και Καλή Τύχη	Good Night, and Good Luck
Αντίπατρος ο Ιδουμαίος	Antipater (Idumea)
Μάικλ Δουκάκης	Michael Dukakis
Αλέξανδρος Ιανναίος	Alexander Janneüs
Μάχη της Ιψού	Slag bij Ipsos
Βραβεία Αμερικανικής Ακαδημίας Κινηματογράφου 2005	78ste Oscaruitreiking
Σεντ Μίρεν ΦΚ	St. Mirren FC
Μπόαζ Μαούντα	Bo'az Ma'uda
Χασάν Σεΐχ Μοχάμουντ	Hassan Sheikh Mohamud
Φορτίο πλοίου	Vracht
Πανεπιστήμιο του Τελ Αβίβ	Universiteit van Tel Aviv
Καισάρεια η παράλιος	Caesarea (Maritima)
Συνθήκη Παρισίων (1856)	Vrede van Parijs (1856)
Εζέν Σκριμπ	Eugène Scribe
Σαρλ Φαμπρύ	Charles Fabry
Ιππέας της Μάνταρα	Ruiter van Madara
Backtrack	BackTrack
Πρόωρη εκσπερμάτιση	Voortijdige zaadlozing
Όσιος Αβέρκιος	Abercius van Hieropolis
Γεώργιος Παπανικολάου	Georgios Papanikolaou
Dassault Mirage F1	Dassault Mirage F1
Όλεγκ Προτάσοφ	Oleg Protasov
Μέμνων ο Ρόδιος	Memnon van Rhodos
Θεοφάνης ο Έλληνας	Theophanes de Griek
Επιμενίδης	Epimenides
Αντίπαπας Πασχάλης	Tegenpaus Paschalis I
SQLite	SQLite
Μαξιμιλιάνο Ερνάντες Μαρτίνες	Maximiliano Hernández Martínez
