ทวีปแอฟริกา	Afrika
ความหมายของชีวิต	Zin van het leven
เมทริกซ์สลับเปลี่ยน	Getransponeerde matrix
เวส แอนเดอร์สัน	Wes Anderson
ปีเอตะ	Piëta
ยุทธหัตถี	Krijgsolifant
เอฟไอเอ็ม-92 สติงเจอร์	FIM-92 Stinger
เอ็มทีวีวิดีโอมิวสิกอะวอดส์	MTV Video Music Awards
จักรยานเสือภูเขา	Mountainbike
บลัดออนเดอะแดนซ์ฟลอร์: ฮิสทรีอินเดอะมิกซ์	Blood on the Dance Floor: HIStory in the Mix
กาย เพียร์ซ	Guy Pearce
สถาปัตยกรรมโรมัน	Romeinse architectuur
เบลล่า สวอน	Bella Swan
เซาท์แอฟริกันแอร์เวส์	South African Airways
สมเด็จพระจักรพรรดิบ๋าว ดั่ย	Bảo Đại
โจเซฟ ไฟนส์	Joseph Fiennes
ราชอาณาจักรอิทรูเรีย	Koninkrijk Etrurië
CSS	CSS
มันติคอร์	Manticore
Houston	Houston (doorverwijspagina)
Iron Man	Iron Man
ยาทาเล็บ	Nagellak
แกรี เคฮิลล์	Gary Cahill
แดนนี เทรโฮ	Danny Trejo
แลร์รี ฟลินต์	Larry Flynt
เคนต์ (แก้ความกำกวม)	Kent
คอร์ปัส คาโลซัม	Corpus callosum
โรมีโอและจูเลียต (แก้ความกำกวม)	Romeo and Juliet
CG	CG
โบเลโร (แก้ความกำกวม)	Bolero
เดจาวู (แก้ความกำกวม)	Déjà vu (doorverwijspagina)
แคสซิโอเปีย (แก้ความกำกวม)	Cassiopeia
ภาวะสมองตาย	Hersendood
เอรีกาห์ บาดู	Erykah Badu
ไอคอน (แก้ความกำกวม)	Icoon
คิส	KISS
สลับหน้าล่าล้างนรก	Face/Off
โนเกีย เอ็น95	Nokia N95
สันนิบาตมุสลิมแห่งอินเดีย	Moslimliga
เส้นประสาทกล้ามเนื้อตา	Nervus oculomotorius
แฮรอด	Herodes
กรีน	Green
ราชอาณาจักรอิตาลี (นโปเลียน)	Koninkrijk Italië (1805-1814)
หอยงวงช้าง	Nautilidae
ทอม	Tom
ซินเดอเรลล่า (แก้ความกำกวม)	Cinderella
สมเสร็จภูเขา	Bergtapir
อ๊อกซฟอร์ด (แก้ความกำกวม)	Oxford
ปิวรา	Piura (stad)
อุทยานแห่งชาติอาร์เชส	Arches National Park
BOT	Bot
พลิมัธ (แก้ความกำกวม)	Plymouth
ออสการ์	Oscar
เวสต์มินสเตอร์ (แก้ความกำกวม)	Westminster
MV	Mv
CS	CS
เฮเทอร์ แกรห์ม	Heather Graham
EM	EM
RS	RS
คามิว	Camus
นานา	Nana
AAA	AAA
BOA	Boa
อ่าวกวานาบารา	Baai van Guanabara
ดัชนี	Index
KB	Kb
โนเบล	Nobel
เนบิวลาบึ้ง	Tarantulanevel
เพนกวินฮัมโบลต์	Humboldtpinguïn
จัตุรัส	Square
ฮิกิโกะโมะริ	Hikikomori
วิลเลียม เอช. เมซี	William H. Macy
โอเทลโล (แก้ความกำกวม)	Othello
เวนิส (แก้ความกำกวม)	Venetië
ดราม่า	Drama
ไทเกอร์	Tiger
นารูโตะ	Naruto
แพร์ซโพลิส (แก้ความกำกวม)	Persepolis (doorverwijspagina)
K2	K2 (doorverwijspagina)
ทอร์เรส	Torres
ลิงก์	Link
ทีบีเอส	TBS
สปีด	Speed
UT	UT
SJ	SJ
แจ๊ก	Jack
นอร์ด	Nord
เมโทร	Metro
ซาฟารี	Safari
ซาโมวาร์	Samowar
HD	HD
HP	HP
TH	Th
เอสเอ็ม	Sm
อันดับปลาฉลามขาว	Makreelhaaien
ซีซี	Cc
EU	Eu
PSP	PSP
RC	RC
VI	VI
กองทัพอากาศมาเลเซีย	Koninklijke Maleisische luchtmacht
Test	Test
ซาราห์ แมคลาชแลน	Sarah McLachlan
สรุปเหรียญโอลิมปิกฤดูร้อน 1988	Medaillespiegel van de Olympische Zomerspelen 1988
คะวะซะกิ	Kawasaki
ฟอร์ด (แก้ความกำกวม)	Ford
วีรคติ	Romance
ตรรกศาสตร์คลุมเครือ	Fuzzy logic
เฮนรีที่ 6	Hendrik VI
FB	FB
เส้นโค้งคีลิง	Keelingcurve
กรดฮิวมิก	Humuszuur
วอลเลย์บอลหญิงชิงแชมป์โลก 2010	Wereldkampioenschap volleybal vrouwen 2010
SAP	SAP
เมจิ	Meiji
เรน	Rain
คาร์บอนเตตระคลอไรด์	Tetrachloormethaan
WP	WP
F1	F1
ซากุระ (แก้ความกำกวม)	Sakura
BMI	BMI
คาเมรอน	Cameron
IB	IB
CMS	CMS
วลาดิมีร์ ไวส์	Vladimír Weiss
เชอร์รี (แก้ความกำกวม)	Cherry
Lupus	Lupus
ไฟร์ฟอกซ์ (แก้ความกำกวม)	Firefox
กะเหรี่ยง (แก้ความกำกวม)	Karen
แกลเลอรี	Galerij
วิลเลียมที่ 1	Willem I
แบงก์	Bank
IPA (แก้ความกำกวม)	IPA
การลดรูป	Reductie
เน็กซัส	Nexus
ประเทศแคนาดาในโอลิมปิกฤดูหนาว 1960	Canada op de Olympische Winterspelen 1960
แอนนี ลีเบอวิตซ์	Annie Leibovitz
อาร์ซีเอ	RCA
การหมุน (แก้ความกำกวม)	Rotatie
Cygnus	Cygnus
ธงชาติบัลแกเรีย	Vlag van Bulgarije
หลุยส์แห่งลอแรน-โวเดมง สมเด็จพระราชินีแห่งฝรั่งเศส	Louise van Lotharingen
ชาร์ลส์ที่ 7	Karel VII
มหาวิหารเคอนิกสแบร์ก	Dom van Koningsbergen
โทรจัน	Trojan
พันช์	Punch
สมเด็จพระราชินีนาถราซอเฮอรินาแห่งมาดากัสการ์	Rasoherina van Madagaskar
TU	Tu
FC	FC
ฟาเรนไฮต์ (แก้ความกำกวม)	Fahrenheit (doorverwijspagina)
เขตบางแค	Bang Khae
ความแตกแยก	Groot Schisma
CGI	CGI
โซยุซ	Sojoez
วาร์	Var
โอเมกา (แก้ความกำกวม)	Omega
ม็อด	Mod
เค1	K1
ไลก้า	Laika
ทิฟฟานี	Tiffany
วงกต (แก้ความกำกวม)	Labyrint
แบล็กเอาต์	Blackout
อธิการ	Superior
IOS (แก้ความกำกวม)	Ios
ไซคี	Psyche
ทาร์น	Tarn
แกมมา (แก้ความกำกวม)	Gamma
การกระจายตัว	Distributie
พารา	Para
141	141 (getal)
เทอร์โบ (แก้ความกำกวม)	Turbo
คิงดอมฮาตส์	Kingdom Hearts
พระอรหันต์	Arahant
เนสเตอร์ คาร์โบเนลล์	Nestor Carbonell
กางเขนมอลตา	Maltezer kruis
อาการพูดไม่เป็นความ	Dysartrie
หนอนนก	Meeltor
รายชื่อจำนวนเฉพาะ	Lijst van priemgetallen
โซรยา อัสฟานดิยารี-บักติยารี	Soraya Esfandiary Bakhtiari
ไอดอลญี่ปุ่น	Japans idool
สะพานทาโคมาแนโรส์	Tacoma Narrows Bridge
นกชนหิน	Helmneushoornvogel
เชฟโรเลต อิมพาลา	Chevrolet Impala
กบมะเขือเทศ	Tomaatkikker
UPS	UPS
หยวน	Yuan
สปอยเลอร์	Spoiler
แพทริออต	Patriot
เซตว่าง	Lege verzameling
ราชวงศ์จิ้น (แก้ความกำกวม)	Jin-dynastie
กราฟ	Graf (doorverwijspagina)
ไบออส	BIOS
มลายู	Malay
อเล็กซ์	Alex
โซโลมอน (แก้ความกำกวม)	Solomon
CW	CW
IU	IU
โฮป (แก้ความกำกวม)	Hope
ซัสเซกซ์ (แก้ความกำกวม)	Sussex
YI	Yi
อัลเทอร์เนทีฟ	Alternatief
เว็บสเตอร์	Webster
เอเลียน (แก้ความกำกวม)	Alien
ปีเตอร์	Peter
ไทรเดนต์	Trident
เชส	Chase
NFC	NFC
ACT	ACT
CDC	CDC
เมนู	Menu
พ.ศ. 193	351 v.Chr.
พ.ศ. 192	352 v.Chr.
พ.ศ. 191	353 v.Chr.
Derivative	Derivaat
สตริง	String
อินดีแอนา (แก้ความกำกวม)	Indiana (doorverwijspagina)
มาริยา เชริโฟวิช	Marija Šerifović
อะธีนา (แก้ความกำกวม)	Athena
สติกซ์ (แก้ความกำกวม)	Styx
เค็น	Ken
สงครามมหาเทพพิโรธ	Wrath of the Titans
NDS	NDS
เวิลด์เทรดเซ็นเตอร์ (แก้ความกำกวม)	World Trade Center
แถบเมอบิอุส	Möbiusband
มูแล็ง	Moulins
แอมะร็อก (แก้ความกำกวม)	Amarok
AFC	AFC
พรีเมียร์ลีก (แก้ความกำกวม)	Premier League (doorverwijspagina)
มัธยฐาน	Mediaan (statistiek)
มาร์ก ชัทเทิลเวิร์ธ	Mark Shuttleworth
แคนซัสซิตี	Kansas City
กอร์น	Korn
โรนิน	Ronin
มาร์ช (แก้ความกำกวม)	March
นาฬิกาอะตอม	Atoomklok
พ.ศ. 176	368 v.Chr.
เปียโนสี่มือ	Quatre-mains
ทัศนียภาพ 36 มุมของภูเขาฟูจิ	Zesendertig gezichten op de berg Fuji
พ.ศ. 175	369 v.Chr.
โอเอซิส (แก้ความกำกวม)	Oasis
ปฏิกิริยาออกซิเดทีฟฟอสโฟรีเลชัน	Oxidatieve fosforylering
PPC	PPC
CMC	CMC
สเตอร์ลิง (แก้ความกำกวม)	Sterling
Musa	Musa
ดูม (แก้ความกำกวม)	Doom
มินิ (แก้ความกำกวม)	Mini
NAT	Nat
ธันเดอร์เบิร์ด	Thunderbird
แกรนทัวริสโม (แก้ความกำกวม)	Gran Turismo
GTO	GTO
ไฟร์เบิร์ด	Firebird
แอร์	Air
สมเด็จพระสันตะปาปาเกรกอรีที่ 12	Paus Gregorius XII
สมเด็จพระสันตะปาปาอินโนเซนต์ที่ 7	Paus Innocentius VII
สมเด็จพระราชาธิบดีจอร์จ ตูปูที่ 5 แห่งตองกา	George Tupou V
สมเด็จพระสันตะปาปามาร์ตินที่ 4	Paus Martinus IV
